month,close,return
201512,2043.939941,-0.017530185
201511,2080.409912,0.000504869
201510,2079.360107,0.082983118
201509,1920.030029,-0.026442832
201508,1972.180054,-0.062580818
201507,2103.840088,0.01974203
201506,2063.110107,-0.021011672
201505,2107.389893,0.010491382
201504,2085.51001,0.00852082
201503,2067.889893,-0.017396107
201502,2104.5,0.054892511
201501,1994.98999,-0.031040806
201412,2058.899902,-0.004188588
201411,2067.560059,0.024533589
201410,2018.050049,0.023201461
201409,1972.290039,-0.015513837
201408,2003.369995,0.037655295
201407,1930.670044,-0.015079831
201406,1960.22998,0.019058332
201405,1923.569946,0.02103028
201404,1883.949951,0.006200789
201403,1872.339966,0.006932166
201402,1859.449951,0.04311703
201401,1782.589966,-0.035582906
201312,1848.359985,0.023562792
201311,1805.810059,0.028049472
201310,1756.540039,0.044595753
201309,1681.550049,0.029749523
201308,1632.969971,-0.031298019
201307,1685.72998,0.04946208
201306,1606.280029,-0.014999302
201305,1630.73999,0.020762812
201304,1597.569946,0.018085768
201303,1569.189941,0.035987724
201302,1514.680054,0.011060649
201301,1498.109985,0.050428097
201212,1426.189941,0.00706823
201211,1416.180054,0.002846717
201210,1412.160034,-0.01978941
201209,1440.670044,0.024236154
201208,1406.579956,0.01976337
201207,1379.319946,0.012597574
201206,1362.160034,0.039554982
201205,1310.329956,-0.062650726
201204,1397.910034,-0.007497453
201203,1408.469971,0.031332315
201202,1365.680054,0.040589464
201201,1312.410034,0.043583062
201112,1257.599976,0.008532764
201111,1246.959961,-0.005058715
201110,1253.300049,0.107723039
201109,1131.420044,-0.071761988
201108,1218.890015,-0.056791107
201107,1292.280029,-0.021474426
201106,1320.640015,-0.018257461
201105,1345.199951,-0.013500953
201104,1363.609985,0.02849538
201103,1325.829956,-0.001047313
201102,1327.219971,0.031956564
201101,1286.119995,0.022645574
201012,1257.640015,0.06530004
201011,1180.550049,-0.00229025
201010,1183.26001,0.036855994
201009,1141.199951,0.087551103
201008,1049.329956,-0.047449184
201007,1101.599976,0.06877785
201006,1030.709961,-0.053882442
201005,1089.410034,-0.081975842
201004,1186.689941,0.01475923
201003,1169.430054,0.058796426
201002,1104.48999,0.028513689
201001,1073.869995,-0.036974246
200912,1115.099976,0.017770571
200911,1095.630005,0.057364062
200910,1036.189941,-0.019762001
200909,1057.079956,0.035723346
200908,1020.619995,0.033560189
200907,987.47998,0.074141727
200906,919.320007,0.000195827
200905,919.140015,0.053081446
200904,872.809998,0.09392508
200903,797.869995,0.085404462
200902,735.090027,-0.109931198
200901,825.880005,-0.085657343
200812,903.25,0.007821577
200811,896.23999,-0.074849043
200810,968.75,-0.169424524
200809,1166.359985,-0.090791434
200808,1282.829956,0.012190465
200807,1267.380005,-0.009859371
200806,1280,-0.085962385
200805,1400.380005,0.010674182
200804,1385.589966,0.047546698
200803,1322.699951,-0.005959624
200802,1330.630005,-0.034761193
200801,1378.550049,-0.061163432
200712,1468.359985,-0.008628509
200711,1481.140015,-0.044043417
200710,1549.380005,0.014822338
200709,1526.75,0.035794008
200708,1473.98999,0.012863572
200707,1455.27002,-0.031981878
200706,1503.349976,-0.017816322
200705,1530.619995,0.032549229
200704,1482.369995,0.043290691
200703,1420.859985,0.009979983
200702,1406.819946,-0.021846176
200701,1438.23999,0.014059043
200612,1418.300049,0.012615783
200611,1400.630005,0.016466657
200610,1377.939941,0.031508003
200609,1335.849976,0.024566299
200608,1303.819946,0.021274193
200607,1276.660034,0.005085879
200606,1270.199951,8.65962E-05
200605,1270.089966,-0.030916916
200604,1310.609985,0.012155653
200603,1294.869995,0.01109581
200602,1280.660034,0.000453158
200601,1280.079956,0.025466771
200512,1248.290039,-0.000952349
200511,1249.47998,0.035186096
200510,1207.01001,-0.01774078
200509,1228.810059,0.006949025
200508,1220.329956,-0.011222105
200507,1234.180054,0.035968287
200506,1191.329956,-0.000142714
200505,1191.5,0.029952046
200504,1156.849976,-0.020108582
200503,1180.589966,-0.019117656
200502,1203.599976,0.018903346
200501,1181.27002,-0.025290467
200412,1211.920044,0.032458213
200411,1173.819946,0.038594936
200410,1130.199951,0.014014244
200409,1114.579956,0.009363876
200408,1104.23999,0.00228735
200407,1101.719971,-0.034290519
200406,1140.839966,0.017988999
200405,1120.680054,0.01208345
200404,1107.300049,-0.016790752
200403,1126.209961,-0.016358919
200402,1144.939941,0.012208973
200401,1131.130005,0.017276387
200312,1111.920044,0.050765541
200311,1058.199951,0.007128504
200310,1050.709961,0.054961486
200309,995.969971,-0.011944365
200308,1008.01001,0.017873203
200307,990.309998,0.016223702
200306,974.5,0.011322215
200305,963.590027,0.05089871
200304,916.919983,0.081044107
200303,848.179993,0.008357569
200302,841.150024,-0.017003609
200301,855.700012,-0.027414693
200212,879.820007,-0.060332573
200211,936.309998,0.057069621
200210,885.76001,0.086448801
200209,815.280029,-0.110024318
200208,916.070007,0.004881433
200207,911.619995,-0.079004275
200206,989.820007,-0.072455354
200205,1067.140015,-0.009081481
200204,1076.920044,-0.061417626
200203,1147.390015,0.036738894
200202,1106.72998,-0.020766211
200201,1130.199951,-0.015573833
200112,1148.079956,0.007573834
200111,1139.449951,0.075175904
200110,1059.780029,0.018099111
200109,1040.939941,-0.081723406
200108,1133.579956,-0.064108407
200107,1211.22998,-0.01074015
200106,1224.380005,-0.025035389
200105,1255.819946,0.005090187
200104,1249.459961,0.076814362
200103,1160.329956,-0.064204711
200102,1239.939941,-0.092290736
200101,1366.01001,0.034636577
200012,1320.280029,0.004053446
200011,1314.949951,-0.08006861
200010,1429.400024,-0.004949486
200009,1436.51001,-0.053482975
200008,1517.680054,0.060699105
200007,1430.829956,-0.016341276
200006,1454.599976,0.02393355
200005,1420.599976,-0.021915051
200004,1452.430054,-0.030795756
200003,1498.579956,0.096719828
200002,1366.420044,-0.020108083
200001,1394.459961,-0.050903549
199912,1469.25,0.057843895
199911,1388.910034,0.019061859
199910,1362.930054,0.062539542
199909,1282.709961,-0.028551792
199908,1320.410034,-0.006254092
199907,1328.719971,-0.032046092
199906,1372.709961,0.054438331
199905,1301.839966,-0.024970481
199904,1335.180054,0.037944028
199903,1286.369995,0.038794215
199902,1238.329956,-0.032282563
199901,1279.640015,0.041009442
199812,1229.22998,0.056375287
199811,1163.630005,0.059125996
199810,1098.670044,0.080294228
199809,1017.01001,0.062395516
199808,957.280029,-0.145796719
199807,1120.670044,-0.011615327
199806,1133.839966,0.039438241
199805,1090.819946,-0.018826224
199804,1111.75,0.009076469
199803,1101.75,0.049945714
199802,1049.339966,0.070449193
199801,980.280029,0.010150177
199712,970.429993,0.015731598
199711,955.400024,0.044586855
199710,914.619995,-0.034477697
199709,947.280029,0.05315359
199708,899.469971,-0.057465632
199707,954.309998,0.07814581
199706,885.140015,0.043452616
199705,848.280029,0.058576884
199704,801.340027,0.058405579
199703,757.119995,-0.04261401
199702,790.820007,0.00592759
199701,786.159973,0.061317039
199612,740.73999,-0.021505415
199611,757.02002,0.073376152
199610,705.27002,0.026101003
199609,687.330017,0.054203328
199608,651.98999,0.018813935
199607,639.950012,-0.045748017
199606,670.630005,0.00225671
199605,669.119995,0.022853406
199604,654.169983,0.013431422
199603,645.5,0.007916567
199602,640.429993,0.006933702
199601,636.02002,0.032617387
199512,615.929993,0.017443874
199511,605.369995,0.041049003
199510,581.5,-0.004979335
199509,584.409973,0.040097472
199508,561.880005,-0.000320238
199507,562.059998,0.03177604
199506,544.75,0.021278544
199505,533.400024,0.036311712
199504,514.710022,0.027960359
199503,500.709991,0.027329193
199502,487.390015,0.03607415
199501,470.420013,0.024277711
199412,459.269989,0.012299118
199411,453.690002,-0.039504613
199410,472.350006,0.020833816
199409,462.709991,-0.026877535
199408,475.48999,0.037598699
199407,458.26001,0.031489908
199406,444.269989,-0.026790824
199405,456.5,0.012397143
199404,450.910004,0.011530644
199403,445.769989,-0.045746511
199402,467.140015,-0.030044996
199401,481.609985,0.032500745
199312,466.450012,0.010091173
199311,461.790009,-0.012910626
199310,467.829987,0.019392923
199309,458.929993,-0.00998793
199308,463.559998,0.034431957
199307,448.130005,-0.005327046
199306,450.529999,0.00075523
199305,450.190002,0.022717463
199304,440.190002,-0.02541681
199303,451.670013,0.018697298
199302,443.380005,0.010483627
199301,438.779999,0.007045989
199212,435.709991,0.010107766
199211,431.350006,0.030261807
199210,418.679993,0.002106283
199209,417.799988,0.009105594
199208,414.029999,-0.02399753
199207,424.209991,0.039373684
199206,408.140015,-0.017358832
199205,415.350006,0.000963957
199204,414.950012,0.027892715
199203,403.690002,-0.021831863
199202,412.700012,0.009589542
199201,408.779999,-0.01992375
199112,417.089996,0.111587855
199111,375.220001,-0.043903709
199110,392.450012,0.011834237
199109,387.859985,-0.019143738
199108,395.429993,0.019648784
199107,387.809998,0.044859343
199106,371.160004,-0.047892629
199105,389.829987,0.038604975
199104,375.339996,0.000319799
199103,375.220001,0.022202833
199102,367.070007,0.067281175
199101,343.929993,0.041517752
199012,330.220001,0.024827757
199011,322.220001,0.059934214
199010,304,-0.006698213
199009,306.049988,-0.051184307
199008,322.559998,-0.094314184
199007,356.149994,-0.005223158
199006,358.019989,-0.008886366
199005,361.230011,0.09198919
199004,330.799988,-0.026887139
199003,339.940002,0.024254984
199002,331.890015,0.008539043
199001,329.079987,-0.068817225
198912,353.399994,0.021416816
198911,345.98999,0.016541325
198910,340.359985,-0.025175452
198909,349.149994,-0.006544367
198908,351.450012,0.015516716
198907,346.079987,0.088370259
198906,317.980011,-0.007924554
198905,320.519989,0.035137493
198904,309.640015,0.050089939
198903,294.869995,0.020805962
198902,288.859985,-0.028944149
198901,297.470001,0.071114792
198812,277.720001,0.014687573
198811,273.700012,-0.018890881
198810,278.970001,0.025964462
198809,271.910004,0.039729334
198808,261.519989,-0.038600104
198807,272.019989,-0.005411375
198806,273.5,0.043256011
198805,262.160004,0.003176126
198804,261.329987,0.009424744
198803,258.890015,-0.03334326
198802,267.820007,0.041817403
198801,257.070007,0.040432269
198712,247.080002,0.07286148
198711,230.300003,-0.085348865
198710,251.789993,-0.217630416
198709,321.829987,-0.024166165
198708,329.799988,0.03495884
198707,318.660004,0.048223697
198706,304,0.047914491
198705,290.100006,0.006034197
198704,288.359985,-0.011450212
198703,291.700012,0.026389865
198702,284.200012,0.036923619
198701,274.079987,0.131766896
198612,242.169998,-0.028288271
198611,249.220001,0.021477191
198610,243.979996,0.05472933
198609,231.320007,-0.085438606
198608,252.929993,0.071192607
198607,236.119995,-0.058682831
198606,250.839996,0.014109521
198605,247.350006,0.050229288
198604,235.520004,-0.014148138
198603,238.899994,0.052793919
198602,226.919998,0.071489277
198601,211.779999,0.002366528
198512,211.279999,0.045061093
198511,202.169998,0.065061588
198510,189.820007,0.042508814
198509,182.080002,-0.034724078
198508,188.630005,-0.011994516
198507,190.919998,-0.004847579
198506,191.850006,0.012134017
198505,189.550003,0.054051053
198504,179.830002,-0.004594276
198503,180.660004,-0.002870013
198502,181.179993,0.008628781
198501,179.630005,0.074085145
198412,167.240005,0.022374391
198411,163.580002,-0.015112253
198410,166.089996,-6.02649E-05
198409,166.100006,-0.003479644
198408,166.679993,0.106332063
198407,150.660004,-0.016451163
198406,153.179993,0.017469213
198405,150.550003,-0.05935645
198404,160.050003,0.005465574
198403,159.179993,0.013497995
198402,157.059998,-0.038859347
198401,163.410004,-0.009215965
198312,164.929993,-0.008834141
198311,166.399994,0.017425808
198310,163.550003,-0.015174348
198309,166.070007,0.01015823
198308,164.399994,0.011318873
198307,162.559998,-0.030303036
198306,167.639999,0.032329577
198305,162.389999,-0.012406459
198304,164.429993,0.07498683
198303,152.960007,0.033094753
198302,148.059998,0.018995148
198301,145.300003,0.033134272
198212,140.639999,0.015231358
198211,138.529999,0.03597067
198210,133.720001,0.110446796
198209,120.419998,0.007614392
198208,119.510002,0.115977276
198207,107.089996,-0.022990648
198206,109.610001,-0.020289561
198205,111.879997,-0.039161842
198204,116.440002,0.040014318
198203,111.959999,-0.010167112
198202,113.110001,-0.06054818
198201,120.400002,-0.017543867
198112,122.550003,-0.030075149
198111,126.349998,0.03659036
198110,121.889999,0.049147865
198109,116.18,-0.053831753
198108,122.790001,-0.06209897
198107,130.919998,-0.002210266
198106,131.210007,-0.010407942
198105,132.589996,-0.001656517
198104,132.809998,-0.023455897
198103,136,0.036032573
198102,131.270004,0.013276735
198101,129.550003,-0.045742429
198012,135.759995,-0.033874245
198011,140.520004,0.102377053
198010,127.470001,0.016021059
198009,125.459999,0.025167528
198008,122.379997,0.005835448
198007,121.669998,0.065038517
198006,114.239998,0.026968717
198005,111.239998,0.046570674
198004,106.290001,0.041140221
198003,102.089996,-0.101794893
198002,113.660004,-0.004379818
198001,114.160004,0
,,
,,
